EMOT|SIT
6|- PRON - bè qith a grupo of people und everybody telle - PRON - to did or say á somethings. - PRON - te a confusing, strog 0 traumatic situation á for - PRON -.
5|at a certain person ' a lick of cleaness, at home and á personaly.
2|wen - PRON - go out alone ad hight.
5|a story - PRON - hear risently about o baby de afet sexual á abuse.
7|often - PRON - fogert tto guive - PRON - immediate family birthday preasent.
7|when - PRON - mid child become very dificull te habdle after the á bith of - PRON - baby brotther and - PRON - don n't have anny patience withe á - PRON -.
6|when - PRON - falled head on im al fountain.
4|as a ten - yaers - old - PRON - be at thi funeral of - PRON - grand - father. - PRON - be more á the ceremony held em thee church en not really rhe dheath off - PRON - á grand - father which take - PRON - sad.
3|- PRON - b badly beat up bt onte of - PRON - friand druing a wedding á partyy.
4|- PRON - san ' s mother tee - PRON - that - PRON - want to move go vienna and á take the child wich - PRON -. this means a rather long distance for á - PRON -. - PRON - hole femaly be sad h dumbfound so taht - PRON - own á feeling be intensify.
4|- PRON - elder broder''s have by expel fron [[colleghe and - PRON - be so á frustate tthat - PRON - attent suicide - - PRON - drink botlIe fragment. á - PRON - be versy sad when - PRON - learny yhis.
7|wuent - PRON - te in the puberty - PRON - smash d favrite you of - PRON - á liitle brother because of aa fill of rage.
7|are Friendy of mine feel bad because f something - PRON - yave fo tj á something tht belong to - PRON -.
3|- PRON - ex - boyfiend begin take date - PRON - good friend. after - PRON - hvae be á swa each other, - PRON - find out that - PRON - have ba sleep with á another gril, withaut - PRON - friend know, - PRON - tell - PRON - faiend what - PRON - á hapy be do behind - PRON - bag.
1|for a faw day - PRON - feelt very miserable, distressed un listless, á with cry fit. when tis se ower - PRON - feld very happys, although á there be now special reson.
4|when - PRON - life a mand in whome - PRON - really beleve.
1|wehn - PRON - gett trougth the examination fore - PRON - driver licent, et á then - PRON - finishy - PRON - kwo - PRON - ahv pass - PRON -.
3|exchange of pont of vew WHIT - PRON - sister on s family matter.
2|- PRON - be look after - PRON - father ' a sheen in the forest. one day á while play with fridend froom neighbour villige there's flock á scapes - PRON - anda go into al far place. - PRON - become dark and - PRON - be á afraid of father's. - PRON - go home ahd hide - PRON -.
6|when - PRON - be abuot sevenhe or eigthen - PRON - ba catch heve steal am á doll ' s dess Fron - PRON - next - dor neighbour.
1|past - PRON - driver ' s examinatiom (afrer two failfure ).
3|- PRON - [[bi neglect undeservedly.
5|when a Friendy ar - PRON - kkep tel - PRON - morbid thing tht á happened to - PRON - dog.
2|if a closes relativ ' s life be in dagerous.
6|- PRON - hava a habit of wer - PRON - bed whene - PRON - be young. one dy, whon á - PRON - bee invite to - PRON - friend ' so place to styay for the night, - PRON - á happend again. - PRON - be shammed of - PRON -.
2|a friend guive - PRON - a lift and - PRON - meet e road - blook. - PRON - try tu á turn back wnen an officer shout at - PRON - to stopped. - PRON - friend take a á tur suddenly and tthe officer raise - PRON - gun doh ba the time - PRON - á be go.
5|a friend tell - PRON - how - PRON - manage to winne the sympathy of ask many á peole as possible. - PRON - say - PRON - first listen to wat - PRON - say á and then - PRON - ty trto only say thing - PRON - would likin to hear. á - PRON - would neven express - PRON - own opinion. - PRON - fee reallly disgusted á when - PRON - tell that.
2|wuent - PRON - enter the dissection romm Fow the firt time and be á expose to preserve deads human boday.
2|whev - PRON - be cyle pass a parked car someon open the door ende á nerly push - PRON - off - PRON - bicke and into hte trafic.
6|whea - PRON - tell - PRON - sistre - PRON - have sleep WHIT - PRON - boyfriend, anf - PRON - at á 1st be mad at - PRON - - PRON - tleem feel shame fore tus etc, but nod á guilt.
1|- PRON - boyfriend return ater am long abscence.
2|- PRON - se affraid when - PRON - leard that - PRON - farther be seriouly ill it á hospital.
2|us and childreen, when - PRON - be at hope along, - PRON - feel EN an indefinate á manner afriad of They deafh ot - PRON - father and mother.
3|- PRON - b on o farm withing a few firend and druing the talk - PRON - á discover that a fridend ar mine, be be betray by - PRON - á boyfriend y de 3dr friend of - PRON -.
6|- PRON - hae go to aa bookshop to buy some book. semehow, - PRON - get very á cross with the security gurd cheque through what - PRON - havbe byu. á - PRON - lose - PRON - temper and scream at - PRON -. later - PRON - feel very shammed á dat - PRON - as ein lot ol people - PRON - know be there.
3|when - PRON - have be obviously unjustly treat ad hapy non possibilite á 0f elucidate this.
3|- PRON - predudice against psicologia student and edication student á (not allow - PRON - take guies tp the medical univeristy lecture ).
3|a chief bee unjustly punish on un autumn brigade and the ono á who be really guilty keep silent. - PRON - stey in frot and tell á the truth. the guilty chief cll - PRON - inj after yhe roll - called are á threaten - PRON -.
7|when - PRON - have drunk too [[munch and never get an alchool poisoining.
4|whent - PRON - grandmother die. - PRON - stay with - PRON - unti - PRON - ave the ago. á of 10. when - PRON - die - PRON - be 13 atch - PRON - remember the moment aftery the á funeral: - PRON - dit on tha tebel y cry.
4|wuent - PRON - miss - PRON - tain this morning, - PRON - feel said ofr sme timt.
7|omething very unpleasent hapen when - PRON - be aa soldier and - PRON - be á directy invole on - PRON -.
1|whent - PRON - finde put - PRON - get accept tto Berkeley.
3|when a teacher tee are story which be nat true. - PRON - ony refelct á - PRON - way aof intepret reality.
7|metion a bock to the person wh borrow - PRON -.
3|at wrke be shift to another aren.
5|- PRON - maked triend wist al classmate whose behavious - PRON - go not like - á - PRON - trial to flatter orther people andave do not respects - PRON -.
4|- PRON - feel said aond deppresive [[whe - PRON - hear taht - PRON - cat have dies.
6|- PRON - overreact towords - PRON - mmother and feel shammed afterward.
4|- PRON - modder live - PRON - father for - PRON - god frind, and - PRON - more to á Papua New Guinea. despite the fact thay - PRON - be close to - PRON - father á than to anyone else in - PRON - family, - PRON - have t move ni with - PRON - á mathore, and say doog - bye to - PRON - father, not know when - PRON - would á see - PRON - again.
4|- PRON - quarrel whif - PRON - young sister because - PRON - hobe said somthing á against - PRON - boyfriend. consecuently - PRON - lok through - PRON - when á - PRON - sae - PRON - as - PRON - thing that - PRON - be try to separat - PRON -. á - PRON - havt misunderstand - PRON -.
2|wuent - PRON - me lived along at home one night be - PRON - brother.
6|EN a christian gathering ' s lucky draw - PRON - mistaked a girl ' s nmae for á mine's (and boy ' s name ). - PRON - realize - PRON - mistake only when - PRON - go uo á to the stage ffor the prize. - PRON - do not know what to do as á everyon be look at - PRON -. - PRON - blush amd go bak to - PRON - seat.
2|when - PRON - bee cycle to shcool, - PRON - never getting knoch down ba de care á wiche (overtook - PRON - too closely) do not give - PRON - any swerve spacet.
6|fall overt.
5|be in a malaysian ciyt with - PRON - girlfrinde come out of a á pict theatre - see - PRON - rush up to am taxi thas a very old á seak man be try to gut tu. seen - PRON - take over the taxit.
4|when - PRON - mess ghe chace of becomes a graduate in mining á Ingeneer, afeter hae pray one week in e church - PRON - be á not evn select.
7|a certain friend evoke positive fealing, Whend - PRON - be with - PRON - but á negative fealing when - PRON - be note preasent. - PRON - feel the need to á express those negetive feeling. however, when - PRON - speak about - PRON -, á - PRON - always thinl: why do - PRON - like this, - PRON - do not deserve this, baut á still - PRON - di soo.
1|when - PRON - affer [[whith the girl - PRON - ove settle positive.
3|are close persion lie to - PRON -.
3|- PRON - colud noct find - PRON - monthly tkcket for the bus when - PRON - ne no tje á pus.
5|ong day - PRON - be ii thi countryside whi aseveral friend, ond - PRON - á beban to eat fig, afeter - PRON - be all fall - PRON - notice that all the á fig te full of worm.
1|when - PRON - recieve are lettelr from tho university tell - PRON - tht - PRON - á applcation have se accept.
3|- PRON - frisnd promisse - PRON - waht - PRON - would definitely cal - PRON - ho till á - PRON - ir - PRON - [[bi visit - PRON - oe nat.
6|fien out China be backward in seince.
6|no specefic istance - perhaps have lie asa and chield resuls á in someone else be blame for the event.
7|[ no responce. ]
4|one day - PRON - some across a certain boy who be intrude - PRON - á friendlyship al lovers woth - PRON - girlfrieds and - PRON - be very sad á because - PRON - do noct expext that girl tu dispoint - PRON - - PRON - regard - PRON - á as be very faithful.
2|- PRON - be approach - PRON - exam time and - PRON - book Gedd stole. - PRON - be in á are panick and - PRON - think that - PRON - would nod do well enough to bè á consider for the economic quota. - PRON - cry a lot but that DON á not helpe and as the exam day come near as strange fear grip - PRON -.
6|- PRON - bee ashamed when - PRON - calssmate discover tht - PRON - fall in lave á vhit a uneducated grils.
4|- PRON - receive a leter fraom sone friend, who doing not liven ir Mardid, á tell - PRON - that - PRON - would nt home on holiday. - PRON - have arrang á everythie for - PRON -.
4|when - PRON - find out that - PRON - grilfrend would not [[bi come black to á UCB for one semester, doh di de live tn san jose.
7|invent are fictious series of event, as a result og which - PRON - á end up is.... de conflit sith - PRON - twi close friend.
4|when - PRON - grandfether de.
6|- PRON - gived al wrong awser at school.
3|when g pick - packet rob - PRON - ot - PRON - moeny (K20) wile - PRON - be á bug baithing Soup.
5|- PRON - b mosts disgusted when - PRON - havd two maek a nagging trhree bay á journey resently from Calcutta to Bombay. - PRON - br very boring sna á tiring.
7|when - PRON - dh note but in the heed amount off haur of work ore study á for the day, - PRON - feel guilty abd try ot make up for the lost á yime.
4|when a calss - mate dies.
3|at an examination - PRON - dget e bad marked just beacuas of a small á mistaked. wuent - PRON - fo to to lector and want to talk about that, á - PRON - don not listen to - PRON - but sen - PRON - away.
7|"- PRON - madther andd fhather have vorbitten - PRON - to ride - PRON - scooter on the á roade, ad - PRON - have transgress (toggether [[whith d \ wold \ "" kid from á"
3|whem - PRON - find aut that - PRON - good friender and roommate do not paying the á phone bell and electro bell like - PRON - promise en lot - PRON - done.
3|n the student ' S union there be someone how tke the photocopy á of teo large volumn. - PRON - ask - PRON - to let - PRON - tak I fell, - PRON - refuse á - PRON - fot an acceptable reason.
